,Actual size,Exposure,Maintenance fees,Age of building,Outdoor space,Locker,Property type:,Area:,Parking,Bed,Studio,Bath,Den
2257,851,0,577.5,1,3,3,1,88,1,2,0,2,1
2258,1144,7,991.37,0,3,3,1,129,0,2,0,2,0
2259,466,9,403.28,0,3,3,1,129,0,1,0,1,0
2260,2020,6,2001.82,16,4,4,1,76,0,2,0,3,1
2261,1165,0,1388.28,33,2,4,1,129,1,2,0,2,1
2262,655,5,757.21,32,2,4,1,49,0,1,0,1,1
2263,785,9,527.55,0,2,3,1,21,0,1,0,2,1
2264,925,7,654.17,14,4,4,1,57,0,2,0,2,0
2265,1295,3,1069.45,36,3,4,1,119,1,2,0,2,1
2266,845,5,1154,30,2,4,1,21,1,1,0,2,1
2267,542,6,584,30,2,3,1,102,0,1,0,1,1
2268,525,0,415.63,9,1,4,1,78,0,1,0,1,1
2269,767,5,633.42,23,3,4,1,109,0,1,0,1,0
2270,753,9,426.12,10,3,3,1,1,0,2,0,2,0
2271,648,0,425.66,16,3,3,1,22,0,1,0,1,1
2272,580,2,469.78,9,3,4,1,57,1,1,0,1,0
2273,1407,7,1026.79,48,3,1,1,51,0,3,0,2,0
2274,365,3,263,12,3,3,1,43,0,,1,1,0
2275,888,7,600.09,11,3,4,1,5,2,2,0,2,0
2276,936,6,975.06,18,2,1,1,61,1,2,0,2,0
2277,1104,3,685.28,50,3,3,1,62,0,3,0,1,0
2278,424,9,356.84,1,1,4,1,61,0,1,0,1,0
2279,665,9,563.97,1,3,3,1,129,0,1,0,2,1
2280,1471,7,2767.6,6,4,4,1,129,0,2,0,3,0
2281,685,3,837.86,16,3,4,1,21,1,1,0,2,1
2282,582,8,564.1,17,3,3,1,102,0,1,0,1,0
2283,616,9,519.98,11,3,4,1,118,0,1,0,1,1
2284,829,6,754.43,12,3,3,1,61,0,1,0,1,1
2285,636,8,620.1,16,3,4,1,76,0,1,0,1,0
2286,903,3,665.54,5,3,4,1,95,1,2,0,2,0
2287,483,2,319.04,8,3,3,1,99,0,1,0,1,0
2288,540,2,475.96,9,3,4,1,8,1,1,0,1,0
2289,716,0,497,5,3,4,1,57,0,1,0,1,1
2290,1067,9,662.53,50,3,3,1,62,0,2,0,1,0
2291,558,9,440.97,10,3,4,1,68,0,1,0,1,0
2292,348,0,267.88,6,2,4,1,92,0,,1,1,0
2293,868,9,685.98,36,3,3,1,19,0,2,0,2,0
2294,812,6,601.19,1,3,4,1,9,0,2,0,2,1
2295,608,8,445.03,8,3,4,1,61,0,1,0,1,1
2296,775,9,438.57,8,2,4,1,7,0,2,0,1,0
2297,575,6,417.92,5,3,4,1,107,0,1,0,1,1
2298,918,9,570.14,50,3,3,1,62,0,2,0,1,0
2299,735,9,612.2,6,2,4,1,122,0,2,0,2,0
2300,1216,9,1232.49,,4,3,2,21,1,2,0,2,1
2301,1722,3,1356.89,,1,2,1,108,0,2,0,2,0
2302,947,6,612.1,0,3,4,1,76,0,2,0,2,0
2303,983,7,868.74,5,3,4,1,107,0,3,0,2,0
2304,1087,6,754.27,49,4,1,1,49,1,2,0,1,1
2305,438,2,280.98,6,2,3,1,22,0,,1,1,0
2306,1463,0,1114.19,31,3,4,1,5,1,2,0,2,1
2307,620,0,413.21,8,3,3,1,98,0,1,0,2,0
2308,930,9,600.55,34,3,3,1,72,1,2,0,2,0
2309,603,0,522.36,7,3,4,1,118,0,1,0,1,1
2310,616,2,465.33,15,2,4,1,7,0,1,0,1,0
2311,868,8,680.95,3,3,4,1,76,1,2,0,2,0
2312,615,0,434.52,8,3,3,1,23,0,1,0,1,1
2313,895,8,795.45,18,3,4,1,118,1,2,0,2,0
2314,908,2,566.77,1,3,3,1,117,0,2,0,2,0
2315,911,0,683.31,13,3,3,1,107,1,2,0,2,1
2316,902,6,859.3,47,3,2,1,64,0,2,0,1,0
2317,1411,3,1392.44,42,3,2,1,126,1,2,0,2,0
2318,637,7,538,10,3,4,1,49,0,1,0,1,0
2319,1013,3,871,24,2,4,1,129,0,1,0,2,1
2320,1237,6,1059.45,24,2,4,1,129,0,2,0,2,1
2321,527,3,339,3,3,4,1,24,0,1,0,1,0
2322,817,5,528.34,0,0,4,1,92,0,2,0,2,0
2323,502,6,340,12,3,4,1,7,0,1,0,1,0
2324,847,7,747.72,16,3,3,1,76,1,1,0,2,1
2325,628,2,523,10,3,4,1,22,0,1,0,1,1
2326,1425,0,316.32,23,2,3,2,112,0,3,0,3,1
2327,776,9,547.83,23,2,4,1,119,0,1,0,1,1
2328,1525,1,1672.11,27,4,2,1,8,0,2,0,2,0
2329,597,7,353.05,0,2,3,1,24,0,1,0,1,0
2330,382,9,760,49,3,1,1,26,1,2,0,1,0
2331,1157,3,797.89,21,3,4,1,37,0,2,0,2,0
2332,617,6,557.51,49,2,2,1,40,0,1,0,1,0
2333,577,6,466.82,1,3,4,1,19,0,2,0,1,0
2334,542,6,450.29,3,2,3,1,102,0,1,0,1,0
2335,445,0,378.58,7,3,3,1,98,0,1,0,1,0
2336,626,6,487.31,7,3,2,1,118,1,1,0,1,1
2337,1311,2,1210.49,11,3,2,1,20,0,2,0,2,0
2338,663,3,540,,3,4,1,76,1,1,0,1,0
2339,682,5,520.92,13,3,4,1,22,0,1,0,1,1
2340,515,2,218,4,4,1,2,71,0,1,0,1,0
2341,1150,7,864,49,0,2,1,40,0,3,0,2,0
2342,814,3,593.82,1,3,4,1,33,0,2,0,2,1
2343,1065,7,720,31,2,2,0,80,0,2,0,2,1
2344,681,9,575.5,13,3,4,1,21,0,2,0,2,0
2345,566,0,405.34,4,3,3,1,30,1,1,0,1,1
2346,745,9,624.8,3,2,4,1,24,0,2,0,1,0
2347,1008,0,841.2,23,2,4,1,0,0,2,0,2,1
2348,1047,5,534.48,30,3,2,1,72,0,2,0,2,0
2349,1056,9,550,4,4,4,1,128,1,2,0,2,0
2350,1406,7,1057.81,31,4,3,1,75,0,2,0,2,1
2351,602,9,348.55,3,3,3,1,35,0,1,0,1,0
2352,1003,6,783.73,10,3,4,1,22,0,2,0,2,1
2353,530,2,467.82,18,3,4,1,61,0,1,0,1,0
2354,591,3,773.96,16,2,3,1,107,0,1,0,1,0
2355,1067,7,743.77,1,4,4,1,8,0,2,0,2,0
2356,896,9,871.22,7,2,4,1,69,1,2,0,2,0
2357,650,9,565.26,19,3,4,2,118,1,2,0,1,1
2358,860,6,598.69,10,3,3,1,101,0,2,0,2,0
2359,764,5,648.35,4,3,4,1,61,0,3,0,2,0
2360,1021,3,320.35,49,3,3,2,127,1,2,0,2,0
2361,628,5,503.42,10,3,3,1,22,1,1,0,1,1
2362,1411,3,1413.86,42,3,2,1,126,2,2,0,2,0
2363,1069,2,325.55,4,3,3,2,30,0,2,0,3,1
2364,498,8,482.65,6,3,4,1,70,1,1,0,1,1
2365,606,0,481.79,1,3,4,1,81,0,1,0,2,1
2366,624,6,501.1,7,3,4,1,47,0,1,0,1,1
2367,1531,5,1505.95,42,3,3,1,126,1,2,0,2,0
2368,990,2,1577.88,6,2,4,1,102,0,3,0,4,0
2369,542,8,568.53,30,2,3,1,102,0,1,0,1,1
2370,830,5,815.29,31,2,0,1,19,1,1,0,1,1
2371,708,5,540,7,3,4,1,39,0,2,0,2,0
2372,636,9,582.63,4,3,4,1,48,1,1,0,1,1
2373,741,0,634.69,49,3,2,1,19,1,1,0,1,0
2374,717,0,559.52,,3,4,1,-1,0,1,0,2,1
2375,654,6,433.17,8,3,4,1,68,1,1,0,1,1
2376,634,0,606.13,29,2,1,1,57,0,1,0,1,0
2377,537,8,413.3,3,4,4,1,22,0,1,0,1,0
2378,937,5,756.24,8,3,4,1,76,1,2,0,2,0
2379,1240,1,831,28,3,2,1,80,0,2,0,2,0
2380,2006,5,2647.35,20,4,4,1,16,0,2,0,3,1
2381,780,3,567.95,17,3,3,1,65,0,2,0,1,0
2382,720,6,567.74,1,3,4,1,81,0,2,0,2,0
2383,851,0,670.96,22,2,4,1,21,1,1,0,1,0
2384,783,6,644.36,19,1,4,1,27,0,1,0,1,1
2385,840,2,581,36,0,3,1,72,1,2,0,1,0
2386,1410,2,1042.94,43,0,2,1,114,0,2,0,2,0
2387,783,2,649.25,30,0,4,1,115,1,1,0,1,1
2388,1100,0,581.88,46,3,3,1,52,0,2,0,1,0
2389,711,9,622.71,5,3,4,1,65,1,1,0,2,1
2390,546,6,488.63,12,4,4,0,57,1,1,0,1,0
2391,467,3,315,1,3,3,1,21,0,1,0,1,0
2392,734,3,592.37,10,2,4,1,102,0,2,0,1,0
2393,748,9,538.5,8,3,3,1,22,0,2,0,2,1
2394,1025,5,604.41,6,4,4,1,119,1,2,0,2,0
2395,904,8,697.42,47,3,4,1,40,1,2,0,1,0
2396,583,0,457.76,3,3,4,1,76,1,1,0,1,1
2397,690,2,486.08,5,3,4,1,94,0,1,0,1,1
2398,745,6,685.81,21,1,3,1,108,0,1,0,1,2
2399,1300,6,1080.42,45,3,2,1,89,2,3,0,2,0
2400,1085,5,450,24,2,3,2,118,1,1,0,2,1
2401,445,0,361.92,16,3,3,1,102,0,,1,1,0
2402,569,0,478.32,6,3,4,1,8,1,1,0,1,1
2403,695,6,672.92,14,3,4,1,63,1,1,0,1,0
2404,757,6,617.88,6,3,4,1,124,1,1,0,1,1
2405,637,7,482.24,6,3,4,1,76,1,1,0,1,1
2406,778,3,544.29,0,3,3,1,99,1,2,0,2,0
2407,791,2,515.92,30,3,2,1,72,1,1,0,1,0
2408,658,6,522.17,5,3,3,1,91,0,1,0,1,1
2409,726,5,602.35,23,3,4,0,109,1,1,0,1,0
2410,760,0,714.45,17,2,4,1,21,1,1,0,2,1
2411,585,0,475.76,16,3,3,1,102,0,1,0,1,0
2412,657,0,390.42,10,4,3,1,118,1,1,0,1,1
2413,761,0,675.24,9,4,4,1,99,0,1,0,1,1
2414,918,9,570.14,50,3,3,1,62,1,2,0,1,0
2415,919,8,745.77,10,3,4,1,43,1,2,0,2,0
2416,638,2,490.53,29,2,3,1,29,1,1,0,1,0
2417,709,9,570,19,3,4,1,118,1,1,0,1,0
2418,850,5,655.53,17,3,4,1,118,1,2,0,2,0
2419,1150,7,864.41,49,3,1,1,40,1,3,0,2,0
2420,989,7,842.67,5,3,4,1,81,1,2,0,2,1
2421,622,2,621.87,17,2,4,1,21,1,1,0,1,0
2422,741,6,597,31,2,4,1,83,1,1,0,1,1
2423,645,2,560.84,31,2,4,1,76,1,1,0,2,0
2424,598,2,338.31,6,3,3,1,61,0,1,0,1,1
2425,754,0,658.99,8,3,3,1,49,1,1,0,1,1
2426,971,8,677.67,30,2,3,1,59,1,2,0,2,0
2427,616,0,547.46,8,3,3,1,49,1,1,0,1,1
2428,628,0,479.69,6,3,4,1,125,1,1,0,1,1
2429,949,9,734.29,14,2,4,1,110,1,2,0,2,0
2430,2686,0,1073,5,4,1,2,7,2,3,0,4,1
2431,1169,6,943.97,5,3,4,1,34,0,2,0,2,1
2432,2188,9,1018,15,2,3,2,16,2,3,0,5,0
2433,613,9,486.31,7,3,4,1,92,0,1,0,1,1
2434,924,9,1066.11,43,3,1,1,10,1,2,0,2,0
2435,913,7,874.15,6,4,4,1,31,1,2,0,2,0
2436,887,7,527.48,10,2,4,0,118,1,2,0,2,0
2437,578,5,381.62,1,3,4,1,126,0,1,0,2,1
2438,1153,2,446.7,24,4,1,2,103,1,2,0,2,0
2439,2011,3,1650.24,34,3,2,1,66,0,2,0,3,1
2440,442,6,272.26,3,3,3,1,78,0,1,0,1,0
2441,920,3,635.76,12,3,4,1,102,1,2,0,2,1
2442,777,0,525.31,8,3,4,1,68,1,2,0,2,0
2443,525,6,314.76,11,2,4,0,43,1,1,0,1,0
2444,678,6,563.06,18,4,4,1,118,1,1,0,1,1
2445,703,9,430.24,6,3,3,1,44,0,1,0,1,1
2446,1153,7,1079.44,29,2,4,1,129,1,2,0,2,0
2447,746,8,693.26,5,3,4,1,107,1,2,0,2,1
2448,910,2,652.3,18,4,4,1,81,1,2,0,2,0
2449,557,9,957,0,3,4,1,129,0,2,0,3,1
2450,908,2,618.56,2,3,3,1,13,1,2,0,2,1
2451,1940,8,1307.1,29,4,4,1,46,2,2,0,3,0
2452,800,8,645.49,4,3,4,1,70,1,2,0,2,0
2453,690,0,424.6,9,3,3,1,70,1,1,0,1,1
2454,690,4,368.22,14,3,3,2,98,1,2,0,1,1
2455,765,2,666.1,3,3,4,1,20,1,2,0,2,0
2456,718,6,432.57,1,0,2,1,121,1,1,0,2,1
2457,1007,2,756.7,34,2,3,1,117,1,2,0,1,1
2458,952,2,749.19,7,4,3,1,118,1,2,0,2,1
2459,1136,5,879.85,1,3,3,1,44,1,3,0,2,1
2460,2280,8,2184.96,9,3,4,1,124,0,3,0,3,0
2461,305,2,272.35,2,3,3,1,91,0,,1,1,0
2462,450,6,661.68,,4,3,1,115,0,,1,1,0
2463,1087,0,576.18,31,2,2,1,35,1,2,0,2,1
2464,871,0,594.13,7,3,4,1,57,1,2,0,2,0
2465,831,9,581.47,5,3,4,1,7,0,3,0,2,0
2466,556,6,446.81,8,3,3,1,118,1,1,0,1,0
2467,598,7,456.73,6,3,4,1,76,1,1,0,1,1
2468,1177,2,967.73,34,3,2,1,71,2,3,0,2,0
2469,528,7,518.27,29,2,4,1,57,1,1,0,1,1
2470,930,8,769.99,18,3,4,1,91,0,2,0,2,0
2471,930,0,600.55,34,3,1,1,72,1,2,0,2,0
2472,1813,6,4339.55,16,4,4,1,76,3,3,0,5,0
2473,790,2,416.34,3,3,4,1,31,1,1,0,1,1
2474,1036,3,641.09,23,2,4,1,67,1,2,0,2,0
2475,466,9,382.62,2,3,4,1,81,0,1,0,1,0
2476,1181,6,1072,47,3,2,1,6,0,2,0,2,1
2477,1059,5,900.62,18,3,4,1,100,1,2,0,2,0
2478,652,8,375.16,10,3,4,1,1,1,1,0,1,1
2479,655,0,442.71,11,1,3,1,102,0,1,0,1,1
2480,858,8,889.82,4,3,4,1,20,0,2,0,2,0
2481,4276,6,7373.81,9,3,4,1,129,2,2,0,3,0
2482,821,2,548.98,29,2,2,1,5,1,1,0,1,1
2483,570,8,411.03,8,3,4,1,98,0,1,0,1,0
2484,609,9,409.71,24,3,1,1,107,0,1,0,1,0
2485,710,0,619.2,5,3,4,1,66,1,1,0,1,1
2486,905,7,888.75,18,3,4,1,91,1,2,0,2,0
2487,1276,7,938.12,5,3,4,1,108,1,2,0,3,1
2488,1220,5,798.82,6,4,4,1,68,1,2,0,2,0
2489,1160,2,761.33,,4,3,2,68,1,3,0,2,0
2490,1775,9,1195,43,0,2,1,114,2,2,0,2,1
2491,767,0,827.11,16,2,4,1,21,1,1,0,2,2
2492,611,2,434.62,1,4,0,1,24,0,1,0,1,0
2493,1095,6,731.45,8,3,4,1,68,1,2,0,2,0
2494,870,3,775.95,8,3,4,1,124,1,2,0,2,0
2495,528,2,348.24,7,3,4,1,57,1,1,0,1,0
2496,648,2,567.74,19,1,3,1,61,0,1,0,1,0
2497,1423,3,1488.49,9,3,4,1,91,1,2,0,2,0
2498,705,5,662.24,5,3,4,1,118,0,2,0,2,0
2499,756,0,778.82,1,4,4,1,55,1,2,0,2,0
2500,1159,6,649.94,36,2,1,1,103,0,2,0,2,0
2501,620,3,563.91,49,2,2,1,40,1,1,0,1,0
2502,1655,6,1362.28,29,3,2,1,118,1,2,0,2,0
2503,983,7,868.74,5,3,4,1,107,0,3,0,2,0
2504,590,6,407.68,2,3,4,1,21,0,2,0,1,0
2505,1118,8,822.25,2,3,4,1,8,0,3,0,2,1
2506,675,3,786.22,29,2,3,1,124,0,2,0,1,0
2507,929,3,665.33,6,2,3,1,102,1,2,0,2,0
2508,1650,7,1110.61,33,3,4,1,57,2,3,0,2,0
2509,452,6,293.11,8,2,3,1,102,0,1,0,1,0
2510,538,9,412.46,7,2,3,1,44,0,1,0,1,0
2511,463,9,423.92,8,3,3,1,49,1,1,0,1,0
2512,1001,5,934.88,3,1,4,1,102,0,2,0,2,0
2513,428,9,287.58,6,3,3,1,124,0,1,0,1,0
2514,930,9,664.38,25,4,1,2,81,0,2,0,2,0
2515,589,9,406.53,22,2,4,1,118,1,1,0,1,0
2516,659,2,495,9,3,4,1,76,1,1,0,1,1
2517,623,0,521.84,19,3,4,1,22,1,1,0,1,1
2518,660,2,494.25,15,4,3,1,43,1,1,0,1,0
2519,1018,2,765,49,0,2,1,40,0,2,0,1,0
2520,461,0,539.31,11,3,4,1,42,1,1,0,1,0
2521,736,3,634.95,7,3,4,1,57,1,2,0,1,0
2522,1478,6,1433.61,3,1,4,1,102,0,3,0,3,0
2523,630,6,433,5,3,4,0,76,1,1,0,1,1
2524,677,0,414.33,6,3,3,1,44,0,1,0,1,1
2525,742,6,689.58,5,3,4,1,24,1,2,0,2,0
2526,581,0,419.14,14,3,4,1,107,1,1,0,1,0
2527,758,8,776.01,30,3,2,1,108,1,1,0,1,0
2528,500,2,393.17,5,2,4,1,61,0,1,0,1,0
2529,800,8,485.48,13,3,4,1,113,1,2,0,1,0
2530,559,0,420,2,3,4,1,21,0,1,0,1,0
2531,525,6,400.69,17,3,3,1,65,1,1,0,1,0
2532,565,2,420.22,12,3,3,1,108,1,1,0,1,1
2533,924,8,770.26,9,4,4,1,92,1,2,0,2,0
2534,982,8,801.64,15,3,4,1,115,1,2,0,2,1
2535,685,7,594.61,33,2,3,1,7,0,1,0,1,1
2536,532,2,417.12,6,3,3,1,61,1,1,0,1,0
2537,1208,5,721.98,30,2,1,1,80,1,2,0,2,0
2538,1466,2,446.4,4,4,0,2,30,1,3,0,3,1
2539,601,5,435.14,4,3,4,1,21,0,1,0,1,1
2540,1294,9,866.07,28,3,3,1,80,1,2,0,2,0
2541,818,8,708.26,16,3,4,1,108,1,2,0,2,0
2542,1446,6,702.25,3,3,4,2,31,1,3,0,2,1
2543,400,9,350.98,10,0,3,1,107,0,,1,1,0
2544,596,2,426.38,1,3,4,1,117,1,1,0,1,1
2545,577,0,512.11,12,3,4,1,57,1,1,0,1,0
2546,380,9,311.39,1,3,4,1,81,0,1,0,1,0
2547,537,0,404.05,1,3,3,1,19,0,1,0,1,1
2548,1227,6,948.66,6,4,4,2,92,1,2,0,2,1
2549,641,7,539.54,14,3,3,1,43,1,1,0,1,1
2550,494,6,378.72,7,3,3,-1,44,0,1,0,1,0
2551,613,2,620.33,17,3,4,1,102,1,1,0,1,0
2552,751,8,696.97,5,3,4,1,107,1,2,0,2,1
2553,573,6,553.85,22,3,4,1,83,1,1,0,1,0
2554,668,5,681.39,14,1,2,1,69,0,1,0,1,1
2555,509,9,414.25,2,3,4,1,81,0,1,0,1,1
2556,789,6,696.75,15,2,4,1,91,1,1,0,1,0
2557,925,2,601,13,3,4,1,22,1,2,0,2,0
2558,1252,8,1014.25,6,2,4,0,7,1,2,0,2,1
2559,1040,3,703.56,15,4,4,1,97,1,2,0,2,0
2560,626,0,415.36,12,3,3,1,5,1,1,0,1,0
2561,601,2,345.88,14,3,3,1,0,1,1,0,1,1
2562,835,3,613.2,39,2,3,1,44,1,1,0,1,1
2563,425,0,314.81,5,1,3,1,107,0,,1,1,0
2564,747,6,581,3,3,4,1,13,1,1,0,1,1
2565,988,5,586.23,6,3,4,1,43,1,2,0,2,0
2566,599,0,415.42,5,3,4,1,23,1,1,0,1,1
2567,1036,9,878.92,46,3,3,1,89,1,3,0,2,0
2568,888,0,621.68,1,3,3,1,40,1,3,0,2,0
2569,529,0,428.15,16,3,4,1,58,1,1,0,1,0
2570,940,9,637.19,8,4,4,1,68,1,2,0,2,0
2571,575,2,398.09,2,3,4,1,21,1,1,0,1,1
2572,976,0,648.22,27,3,3,1,56,1,3,0,1,0
2573,610,0,565.91,18,1,4,1,124,0,1,0,1,1
2574,522,7,336.56,4,3,3,1,30,0,1,0,1,0
2575,870,6,663.63,10,3,4,1,34,1,2,0,2,0
2576,495,0,411.61,11,3,4,1,124,0,1,0,1,0
2577,726,0,605.53,5,3,4,1,34,1,1,0,2,1
2578,549,7,431.45,7,3,4,1,47,0,1,0,1,0
2579,934,2,790.72,34,3,3,1,7,2,2,0,2,0
2580,644,6,620.94,7,3,3,1,27,0,2,0,1,0
2581,580,2,493.99,19,4,1,2,118,1,1,0,1,0
2582,1025,7,701.11,31,3,4,1,46,2,2,0,2,0
2583,525,9,379.53,2,3,3,1,70,0,1,0,1,0
2584,845,6,737,9,3,4,1,43,1,2,0,2,1
2585,568,8,433.8,5,3,4,1,76,0,1,0,1,0
2586,464,0,355.01,11,2,3,1,12,0,1,0,1,0
2587,756,5,767,4,3,3,1,20,1,2,0,2,0
2588,833,3,628.1,3,3,3,1,22,1,2,0,2,1
2589,825,6,770.86,10,3,4,1,47,1,2,0,2,0
2590,960,8,574,4,4,4,1,128,1,3,0,2,0
2591,2117,0,1655.65,18,4,4,2,8,2,4,0,4,0
2592,413,6,253,4,3,4,1,128,1,,1,1,0
2593,1056,3,781.52,24,2,4,1,121,0,2,0,2,1
2594,947,2,540.88,30,2,3,0,35,1,2,0,2,1
2595,795,9,541.54,16,2,4,1,91,0,1,0,2,1
2596,954,5,707.21,22,2,4,1,103,2,2,0,2,0
2597,689,2,493.88,4,3,4,1,30,1,2,0,1,0
2598,446,2,570.58,8,2,4,1,102,0,1,0,1,0
2599,942,6,668.56,29,2,3,1,29,1,2,0,2,0
2600,966,9,554.8,44,3,1,1,64,1,2,0,1,0
2601,2125,4,2050,37,4,3,1,102,1,2,0,3,1
2602,1567,2,718.43,3,4,3,2,105,1,3,0,2,0
2603,680,0,571.55,24,3,4,1,61,1,1,0,1,0
2604,1149,2,1145.17,37,2,3,1,129,0,2,0,2,0
2605,1890,0,152,18,2,3,2,29,2,3,0,4,1
2606,688,6,560.36,11,3,4,1,22,1,1,0,2,1
2607,545,5,505.43,8,4,3,1,76,1,1,0,1,0
2608,744,7,617.08,2.5,3,4,1,76,1,2,0,2,1
2609,402,6,348.85,3,3,4,1,21,0,1,0,1,0
2610,590,9,531.07,17,3,4,1,118,2,1,0,1,0
2611,445,6,324.25,14,3,4,2,98,0,1,0,1,0
2612,1238,8,965.83,31,4,4,1,83,1,2,0,2,1
2613,810,6,693.2,15,3,4,1,61,0,2,0,2,1
2614,637,7,556.13,10,3,4,1,49,1,1,0,1,0
2615,750,9,516,9,3,3,2,53,1,2,0,1,0
2616,940,6,825.86,15,3,3,1,76,1,2,0,2,1
2617,905,7,730.53,14,3,4,1,43,1,2,0,2,0
2618,725,9,629.65,13,3,4,1,81,1,1,0,2,1
2619,520,7,406.71,8,3,4,1,47,1,1,0,1,0
2620,738,5,635.88,0,4,4,1,7,1,2,0,2,1
2621,289,6,198.7,2,3,3,1,91,0,,1,1,0
2622,694,5,569.2,18,3,3,1,118,1,1,0,2,1
2623,1005,6,254.16,10,2,1,2,120,1,2,0,2,0
2624,1027,7,731.08,18,3,3,1,118,1,2,0,2,0
2625,1052,7,594.78,5,0,4,1,65,1,2,0,2,0
2626,625,6,421.48,7,3,4,1,30,1,1,0,1,1
2627,577,7,474,18,3,3,0,118,1,1,0,1,0
2628,855,7,600.15,2,3,4,1,57,1,2,0,2,0
2629,989,7,893.3,10,3,4,1,76,1,2,0,2,1
2630,655,5,599,0,3,4,1,86,1,1,0,2,0
2631,642,2,428.8,6,3,4,1,124,1,1,0,1,1
2632,974,0,816,23,3,2,1,0,0,2,0,2,0
2633,1774,6,1495.13,33,4,4,1,108,1,2,0,2,0
2634,561,9,450.43,6,3,3,1,70,0,1,0,1,0
2635,685,2,451.95,21,3,4,1,27,0,1,0,1,0
2636,650,3,514.67,8,3,4,1,98,1,2,0,1,0
2637,864,9,534,2.5,3,4,1,11,1,2,0,2,1
2638,554,6,396.89,1,3,4,1,21,0,1,0,1,1
2639,487,6,376.5,6,3,4,0,61,0,1,0,1,0
2640,593,2,458.42,6,3,4,1,99,0,1,0,1,0
2641,732,6,628.37,18,3,2,0,8,0,1,0,2,1
2642,618,0,502.45,8,3,3,1,22,1,1,0,1,1
2643,587,0,516,18,3,4,1,8,1,1,0,1,0
2644,444,2,661.68,16,2,3,1,107,0,,1,1,0
2645,673,6,474.35,4,3,3,1,30,1,1,0,1,1
2646,567,2,472.57,13,3,4,1,57,1,1,0,1,1
2647,844,5,628.02,1,3,4,1,116,1,2,0,2,0
2648,966,0,560,42,3,4,1,112,2,1,0,2,1
2649,524,2,351.69,0,4,3,1,122,0,1,0,1,0
2650,1557,6,1416.12,41,3,4,1,108,1,3,0,2,0
2651,996,6,896,18,3,4,1,76,0,2,0,2,0
2652,2777,8,3721.75,30,2,4,1,129,2,2,0,3,2
2653,1286,8,853.35,17,4,4,1,102,1,2,0,3,0
2654,530,2,448.87,13,3,4,1,129,0,1,0,1,0
2655,753,0,600.94,8,3,4,1,61,1,1,0,2,1
2656,1140,0,896.41,3,2,4,1,102,1,1,0,2,1
2657,1003,6,697.82,44,3,2,1,47,1,2,0,1,0
2658,1735,7,1181.84,31,3,4,1,46,4,2,0,2,1
2659,2049,1,1198.55,9,4,4,1,61,3,2,0,3,0
2660,687,7,595.06,10,3,4,1,49,1,1,0,1,1
2661,654,6,670.61,16,3,4,1,76,1,1,0,1,1
2662,847,6,618.32,6,4,4,1,99,1,1,0,2,0
2663,611,6,901.3,20,1,2,1,95,1,1,0,1,0
2664,805,7,652.73,8,4,4,1,22,1,2,0,2,0
2665,1064,0,721.67,29,2,3,1,121,0,2,0,2,1
2666,2064,7,1629.71,20,3,2,1,76,2,3,0,3,0
2667,682,2,556.88,7,1,4,1,23,1,1,0,1,1
2668,630,3,391.47,4,4,4,1,128,0,1,0,1,1
2669,1072,2,942.47,14,3,4,1,89,1,2,0,2,0
2670,688,8,447.15,0,3,3,1,129,0,2,0,2,0
2671,1069,0,846.95,3,2,4,1,102,1,1,0,2,1
2672,517,3,375.28,3,3,4,1,81,0,1,0,1,0
2673,1428,9,1090.24,22,4,3,1,61,0,2,0,2,1
2674,970,2,854.52,15,3,4,1,106,1,2,0,2,1
2675,1341,0,1237.16,45,3,2,1,90,1,3,0,2,0
2676,1167,9,1000.35,20,2,3,1,1,1,3,0,2,0
2677,966,2,649.61,8,4,4,1,99,0,2,0,2,0
2678,846,3,624.21,1,4,4,1,9,1,2,0,2,0
2679,810,2,553.28,19,3,3,1,61,1,1,0,2,1
2680,986,0,946.22,32,2,4,1,49,0,1,0,2,1
2681,1075,0,803.65,40,2,1,1,44,1,1,0,2,1
2682,400,2,298.31,15,1,3,1,61,0,,1,1,0
2683,756,7,509.49,1,1,3,1,57,1,2,0,2,0
2684,1463,6,1114.19,31,3,4,1,5,1,2,0,2,0
2685,505,2,360.88,5,3,3,1,107,0,1,0,1,1
2686,675,0,594.8,5,3,4,1,65,1,1,0,2,1
2687,950,0,631.88,1,3,4,1,117,1,3,0,2,0
2688,960,7,886.1,18,3,4,1,76,2,2,0,2,0
2689,826,3,538.55,12,3,4,1,118,0,2,0,2,0
2690,505,2,360.88,5,3,3,1,107,0,1,0,1,1
2691,360,0,243.86,1,3,3,1,21,0,,1,1,0
2692,729,2,655.33,14,3,3,1,82,1,2,0,1,0
2693,653,0,629.72,14,3,4,1,107,1,1,0,1,1
2694,392,0,312.7,9,3,4,1,92,0,,1,1,0
2695,1050,9,715.98,36,0,1,1,72,1,3,0,1,0
2696,626,9,539.92,9,2,4,1,92,1,1,0,2,1
2697,883,5,756.37,5,3,4,1,65,1,2,0,2,1
2698,1116,2,1089.16,3,0,4,1,55,0,3,0,2,0
2699,350,3,263.65,1,3,3,1,19,0,,1,1,0
2700,1079,7,1154.4,31,2,4,1,7,0,2,0,2,2
2701,712,5,741.93,16,3,4,1,76,1,1,0,1,1
2702,1218,7,970.06,34,3,3,1,103,1,2,0,2,0
2703,615,9,768.54,17,2,3,1,61,0,1,0,1,0
