,Actual size,Exposure,Maintenance fees,Age of building,Outdoor space,Locker,Property type:,Area:,Parking,Bed,Studio,Bath,Den
913,1600,0,895.24,21,3,4,1,8,1,1,0,1,0
914,1108,7,822.41,4,3,4,1,124,0,2,0,2,0
915,666,3,574.63,30,2,4,1,7,1,1,0,2,1
916,810,6,865.4,,3,4,1,95,0,2,0,1,0
917,1665,6,1378.33,36,2,4,1,119,0,2,0,2,0
918,797,2,1242.68,36,3,2,1,129,0,1,0,1,0
919,819,2,814.54,22,3,4,1,118,0,2,0,2,0
920,1168,0,847.4,5,3,4,1,108,1,2,0,2,1
921,1086,0,913.76,16,3,4,1,66,2,2,0,2,0
922,964,6,607.49,37,3,2,1,72,1,2,0,2,0
923,753,2,676,30,2,3,1,72,1,1,0,1,1
924,850,0,951.81,5,3,4,1,91,0,2,0,2,0
925,837,8,618,7,3,4,1,39,0,2,0,2,0
926,1407,5,1006.68,47,3,2,1,51,1,3,0,2,0
927,691,2,566.8,10,3,4,1,22,1,1,0,2,0
928,872,0,581.04,11,3,2,1,102,0,2,0,1,0
929,888,9,600.01,3,3,4,1,73,1,2,0,2,1
930,930,6,977.45,21,3,3,1,61,1,2,0,2,0
931,1121,9,920.43,41,3,3,1,38,0,2,0,2,0
932,587,2,483.2,13,3,4,1,57,0,1,0,1,0
933,2280,8,2184.96,9,3,4,1,124,0,3,0,3,0
934,531,6,360.8,7,3,4,1,8,0,1,0,1,0
935,640,6,453.4,9,4,3,1,23,0,1,0,1,1
936,987,5,847.14,17,2,2,1,21,0,2,0,2,0
937,1338,7,1320.11,18,2,2,1,126,0,1,0,1,1
938,627,7,463.36,13,3,3,1,21,0,1,0,1,0
939,535,0,550.42,32,2,3,1,21,0,1,0,1,1
940,715,5,749.74,17,3,4,1,126,0,1,0,1,1
941,523,2,383.67,2,3,3,1,108,0,1,0,1,0
942,920,6,814.78,15,3,4,1,106,1,2,0,2,0
943,939,2,651.56,21,3,3,1,118,1,2,0,2,0
944,599,6,435.48,3,3,4,1,57,1,1,0,2,1
945,833,9,679.13,11,3,4,1,22,0,1,0,2,1
946,710,6,620.61,13,4,4,1,33,0,1,0,1,0
947,1200,9,1135,32,2,1,1,10,1,2,0,2,0
948,605,6,504.02,12,3,4,1,7,1,1,0,1,1
949,1300,6,1080.42,45,4,4,1,89,0,3,0,2,0
950,685,7,415.22,1,3,4,1,121,0,1,0,2,1
951,1121,8,877.34,3,0,3,1,108,1,3,0,2,0
952,1097,6,650,39,4,3,1,1,1,3,0,2,0
953,775,3,718.08,4,3,4,1,21,1,2,0,2,1
954,670,0,539.63,16,3,3,1,65,0,1,0,1,1
955,1892,2,1738.52,36,0,3,1,19,2,2,0,2,1
956,588,6,555.47,1,0,4,1,81,0,1,0,2,1
957,868,2,734.16,33,2,2,1,102,0,2,0,1,1
958,1025,5,851.25,4,3,3,1,124,0,2,0,2,0
959,3303,7,3163.66,43,0,2,1,76,2,3,0,3,0
960,741,9,635,48,3,2,1,19,0,1,0,1,0
961,540,9,373.2,17,2,3,1,21,0,1,0,1,0
962,585,6,408.58,4,3,3,1,70,0,1,0,1,1
963,599,8,434.09,5,3,4,1,23,0,1,0,1,1
964,1065,8,862,6,3,4,1,102,1,2,0,2,0
965,913,9,876.87,4,4,4,1,110,1,1,0,2,1
966,715,1,605.86,16,2,4,1,66,1,1,0,1,0
967,1795,3,1370.87,14,3,4,1,61,0,2,0,3,1
968,2486,6,1500,13,4,4,1,22,3,3,0,3,1
969,1557,3,1237.08,,3,2,1,108,1,2,0,2,0
970,760,9,618.82,14,3,4,1,7,1,1,0,2,1
971,667,6,516.64,0,3,4,1,125,0,2,0,2,1
972,685,6,432.5,0,3,4,1,105,0,2,0,2,0
973,1116,7,1067.67,23,2,4,1,76,0,2,0,2,1
974,1100,7,1394.07,30,2,2,1,21,1,2,0,2,1
975,1383,6,1181.3,1,3,3,1,108,1,2,0,3,0
976,1620,8,1142.14,39,2,1,1,114,0,2,0,2,1
977,842,0,709.77,13,3,4,1,81,0,1,0,1,1
978,1310,9,1057,45,3,1,1,114,1,2,0,2,1
979,1125,7,1085.18,39,3,1,1,5,0,2,0,2,0
980,1391,8,1116.58,41,1,2,1,108,0,2,0,2,0
981,918,7,815.31,10,3,4,1,91,0,3,0,2,0
982,1463,6,1114.19,31,3,4,1,5,0,2,0,2,0
983,877,2,1002.86,21,3,4,1,102,1,1,0,2,1
984,1165,9,783.88,15,3,3,1,97,0,2,0,2,0
985,2110,7,2153.71,9,4,4,1,124,2,3,0,3,0
986,514,2,414.25,2,3,4,1,81,0,1,0,1,0
987,1389,3,1086.58,29,3,4,1,13,0,2,0,2,0
988,1530,8,1275.78,38,2,1,1,65,1,2,0,2,0
989,595,9,398.66,12,3,3,1,22,1,1,0,1,1
990,642,2,573.66,17,2,3,1,118,1,1,0,1,1
991,681,6,568.34,6,3,4,1,8,0,1,0,1,1
992,2679,8,969.9,2,4,4,1,108,1,2,0,2,0
993,789,6,675.18,1,3,4,1,104,0,2,0,2,0
994,1090,5,754.7,13,3,4,1,81,1,2,0,2,1
995,853,7,730,50,3,3,1,39,0,2,0,1,0
996,546,2,482.79,45,1,2,1,108,0,,1,1,0
997,360,0,303.54,1,3,2,1,19,0,,1,1,0
998,647,2,561.29,5,3,4,1,24,0,1,0,2,1
999,2250,6,2462.26,29,4,4,1,108,2,2,0,3,0
1000,592,0,314.81,5,1,3,1,107,0,,1,1,0
1001,1352,9,1190.03,12,0,2,1,20,1,2,0,2,0
1002,750,5,688.65,1,3,4,1,19,1,3,0,1,0
1003,782,3,801.96,31,2,3,1,107,0,2,0,1,0
1004,1661,7,1670,9,3,4,1,91,1,2,0,3,0
1005,751,8,597.77,1,3,4,1,19,0,2,0,2,0
1006,931,3,699.36,17,3,4,1,118,0,2,0,2,0
1007,549,9,472.58,3,3,4,1,76,0,1,0,1,0
1008,620,9,480.2,1,3,3,1,44,0,1,0,1,1
1009,710,3,793.43,30,3,4,1,108,1,1,0,1,0
1010,1160,8,911,46,3,1,1,38,0,2,0,1,1
1011,1720,8,1594.66,18,3,4,1,37,0,2,0,3,1
1012,559,0,412.6,6,3,3,1,7,0,1,0,1,0
1013,1286,7,1663.86,28,2,4,1,107,1,2,0,2,0
1014,965,5,721.08,7,3,3,1,47,0,2,0,2,0
1015,507,9,403.16,31,0,3,1,7,0,,1,1,0
1016,1205,2,865.65,3,4,4,2,33,2,2,0,3,0
1017,1088,9,858.02,5,4,4,2,108,0,1,0,2,1
1018,868,0,590,6,3,3,1,107,1,2,0,2,0
1019,734,7,626.52,44,3,2,1,128,1,2,0,1,0
1020,752,3,646.25,0,4,4,1,7,0,2,0,2,1
1021,570,0,323.44,,3,3,1,1,0,1,0,1,0
1022,744,2,718.24,4,3,4,1,124,1,1,0,2,1
1023,1515,9,1937.55,20,2,2,1,16,2,2,0,3,0
1024,597,8,490.22,,3,4,1,5,0,1,0,1,0
1025,692,5,748.52,2,3,2,1,81,0,2,0,2,0
1026,1503,0,1368.07,35,3,2,1,100,1,2,0,2,0
1027,588,2,382.55,4,3,3,1,81,0,1,0,1,0
1028,2536,9,1978.47,8,3,4,2,76,0,2,0,3,1
1029,619,5,476.63,19,3,3,1,22,0,1,0,1,1
1030,814,0,853.84,30,2,1,0,102,0,2,0,1,1
1031,580,0,430.5,6,3,4,1,124,0,1,0,2,1
1032,689,2,533.64,1,3,3,1,44,0,2,0,2,0
1033,650,7,407.03,1,3,4,1,81,0,1,0,1,0
1034,632,9,590.24,6,4,4,1,70,0,2,0,1,0
1035,582,0,427.78,6,3,4,1,76,1,1,0,1,1
1036,427,0,431.27,20,4,4,2,61,1,1,0,1,0
1037,1013,5,1081.5,20,4,3,1,12,2,2,0,2,0
1038,779,8,523,1,1,3,1,57,0,2,0,2,1
1039,615,0,730.64,8,2,3,1,102,0,1,0,1,0
1040,658,9,422.62,0,2,3,1,21,0,1,0,2,1
1041,520,0,415.68,1,3,4,1,19,0,1,0,1,1
1042,541,9,495.18,6,3,4,1,61,0,1,0,1,0
1043,746,8,889.69,8,3,2,1,129,0,1,0,1,0
1044,2389,8,2070.27,1,4,4,1,129,2,2,0,3,1
1045,568,6,382.13,3,3,3,1,81,0,1,0,1,1
1046,3497,1,2319.12,9,4,4,0,108,0,4,0,5,0
1047,975,8,762.43,18,3,4,1,6,2,2,0,2,0
1048,597,2,309.58,7,3,3,1,30,0,1,0,1,0
1049,1316,5,1307.35,9,3,4,1,124,1,2,0,3,1
1050,2125,4,2050,37,4,3,1,102,0,2,0,3,1
1051,718,8,591.55,6,3,4,1,124,0,2,0,2,0
1052,403,6,276.84,36,2,3,1,61,0,,1,1,0
1053,403,3,310.14,12,3,4,1,43,0,,1,1,0
1054,1466,0,1335.56,23,3,4,1,100,1,2,0,2,1
1055,1116,0,790.74,22,0,3,1,21,0,2,0,1,0
1056,735,0,407.37,32,2,3,1,1,1,1,0,1,1
1057,790,2,725.25,21,3,2,1,102,0,1,0,2,1
1058,726,0,582.62,5,3,4,1,34,0,1,0,2,1
1059,775,3,597.62,4,3,0,1,21,0,2,0,2,1
1060,1684,7,1684.58,24,3,4,1,95,0,2,0,3,0
1061,800,5,504.63,15,3,4,1,113,1,2,0,2,0
1062,712,6,456.89,6,4,3,1,22,0,1,0,1,1
1063,446,6,300.34,8,4,4,1,43,0,,1,1,0
1064,929,5,736.97,4,3,3,1,91,1,2,0,2,1
1065,520,2,565.25,6,3,4,1,102,1,1,0,1,0
1066,614,9,546,17,1,3,1,21,0,1,0,1,0
1067,1072,7,1034.9,34,2,4,1,7,0,2,0,2,0
1068,1057,0,809.56,22,2,4,1,21,0,2,0,2,0
1069,953,3,766.15,3,4,4,0,102,0,2,0,2,1
1070,784,6,801.95,10,3,4,1,107,0,2,0,2,1
1071,641,9,432.46,2,3,4,1,119,0,1,0,1,1
1072,565,2,475.35,4,2,4,0,126,0,1,0,1,0
1073,614,6,496.34,3,3,4,1,123,0,1,0,1,0
1074,1385,6,660,3,4,3,2,31,1,2,0,3,1
1075,951,8,768.53,18,3,3,1,22,0,2,0,2,1
1076,657,0,390.42,10,3,3,1,118,0,1,0,1,1
1077,605,9,398.89,7,3,3,1,30,1,1,0,1,1
1078,859,9,917.07,9,2,3,1,91,1,1,0,1,0
1079,612,7,524,2,3,4,1,128,1,2,0,1,0
1080,705,6,578.56,17,3,3,1,102,0,1,0,1,1
1081,1203,9,871.68,43,3,3,1,35,0,2,0,2,0
1082,603,0,455.4,1,4,4,1,88,0,1,0,1,0
1083,1414,8,1493.1,1,3,4,1,95,2,2,0,3,0
1084,520,0,398.85,6,2,4,1,24,0,1,0,1,0
1085,835,6,647.34,10,3,3,1,22,0,2,0,2,0
1086,859,9,941.77,9,2,4,1,91,1,1,0,1,0
1087,1583,9,1813.54,1,3,4,1,95,2,2,0,2,1
1088,788,6,717.16,12,3,3,1,61,0,1,0,1,1
1089,931,5,699.36,17,3,4,1,118,0,2,0,2,0
1090,1289,0,1530.91,33,2,2,1,129,1,2,0,2,1
1091,873,7,602,8,3,3,1,70,0,2,0,2,0
1092,760,7,544.42,17,2,4,1,21,0,1,0,2,1
1093,1776,6,1331.51,42,0,1,1,28,2,2,0,2,0
1094,538,9,206.72,4,4,4,2,76,0,1,0,1,0
1095,727,0,650.77,31,2,2,1,7,0,1,0,1,0
1096,1070,5,950.62,18,4,3,1,118,0,2,0,2,0
1097,573,9,490.51,49,3,2,1,19,0,1,0,1,0
1098,1929,5,1625.01,15,3,4,1,65,1,3,0,3,0
1099,955,9,981.08,1,1,4,1,95,1,1,0,2,1
1100,1060,4,800.36,9,0,4,1,61,1,3,0,2,0
1101,550,2,375.45,1,2,3,1,1,0,1,0,1,0
1102,1201,9,1273.71,1,1,4,1,95,2,1,0,2,1
1103,1149,3,858.49,6,4,4,1,7,1,2,0,2,1
1104,1307,0,995,32,0,3,1,3,1,3,0,2,1
1105,950,6,468.85,31,2,3,1,80,1,2,0,2,1
1106,1150,1,934.52,19,4,4,2,118,1,3,0,2,0
1107,708,9,583.69,6,3,4,1,92,0,2,0,2,0
1108,440,2,321.12,6,2,4,1,76,1,1,0,1,0
1109,2317,9,1613.89,32,3,4,1,114,2,3,0,3,0
1110,1254,7,930.38,32,3,4,1,83,0,2,0,2,1
1111,1027,7,715.63,18,3,4,1,118,2,2,0,2,0
1112,1300,7,1085,45,3,2,1,89,0,3,0,2,0
1113,884,7,885.59,19,1,4,1,61,1,2,0,1,0
1114,2111,8,3827.2,6,4,2,1,129,0,2,0,3,0
1115,605,7,382.83,15,3,4,1,113,0,1,0,1,0
1116,510,0,348.81,1,3,4,1,102,0,1,0,1,0
1117,1007,5,665.71,29,3,3,1,46,1,1,0,2,1
1118,903,6,712,22,2,2,1,121,0,2,0,2,0
1119,654,0,693,17,3,4,1,126,1,1,0,1,0
1120,1097,5,650,39,3,1,1,1,1,2,0,1,0
1121,1252,8,1115,17,3,4,1,5,0,2,0,2,0
1122,862,5,817.44,45,3,2,1,90,0,2,0,1,0
1123,1665,8,1333.1,36,2,1,1,119,1,3,0,2,0
1124,2536,3,3535.45,10,2,4,1,61,0,3,0,3,0
1125,650,0,463.21,13,4,4,1,84,1,1,0,1,1
1126,1205,6,1425.04,21,2,4,1,129,1,2,0,2,0
1127,971,5,714.03,8,4,4,1,76,0,2,0,2,1
1128,650,1,565.26,19,3,4,2,118,1,2,0,1,1
1129,822,3,706.75,5,3,3,1,61,0,2,0,1,0
1130,733,0,944.15,29,2,4,1,21,1,1,0,1,1
1131,579,9,539.74,18,4,4,1,8,0,1,0,1,0
1132,1298,5,1144.95,18,3,4,1,100,2,2,0,2,0
1133,504,6,386.41,7,3,3,0,44,0,1,0,1,0
1134,612,2,445,17,2,3,1,121,0,1,0,1,1
1135,1834,7,1014,22,3,3,1,50,1,2,0,3,1
1136,660,2,494.25,15,4,3,1,43,0,1,0,1,0
1137,675,2,529.8,16,2,3,1,121,1,1,0,1,1
1138,1250,6,769.16,43,3,1,1,64,0,3,0,2,0
1139,763,0,623.75,6,3,4,1,7,0,1,0,2,1
1140,780,5,697.92,30,2,3,1,7,0,1,0,1,0
1141,877,3,569.93,10,3,4,1,12,0,2,0,2,0
1142,658,5,593.52,17,3,3,1,118,0,1,0,1,0
1143,853,5,730.61,7,3,4,1,92,1,2,0,2,1
1144,960,8,805.03,18,3,4,1,8,0,2,0,2,0
1145,545,0,376.33,11,3,4,1,124,0,1,0,1,0
1146,664,8,575,18,3,4,1,76,0,1,0,1,0
1147,748,9,466.74,10,3,3,1,68,0,1,0,2,1
1148,576,9,557.69,1,3,4,1,19,0,2,0,1,1
1149,1021,7,732.52,9,3,4,1,76,0,2,0,2,1
1150,1070,3,786.01,25,2,3,1,10,1,2,0,2,0
1151,927,7,798.45,23,2,2,1,102,1,2,0,2,0
1152,696,9,539.46,14,3,4,1,107,1,1,0,1,1
1153,883,5,756.37,5,3,2,1,65,0,2,0,2,1
1154,635,6,428.63,4,3,4,1,59,1,1,0,1,1
1155,701,0,536,6,3,3,1,7,0,1,0,1,1
1156,605,8,415,5,3,4,1,57,1,1,0,1,0
1157,504,2,369.25,17,2,4,1,121,0,1,0,1,0
1158,344,2,258,3,4,4,1,81,0,,1,1,0
1159,491,2,362.21,3,4,4,1,91,0,1,0,1,0
1160,372,0,283.76,5,3,4,1,107,0,,1,1,0
1161,643,6,452.89,5,3,4,1,95,0,1,0,1,1
1162,718,6,604.05,9,3,4,1,8,0,1,0,1,1
1163,1553,7,1498.73,43,0,2,1,76,0,2,0,2,0
1164,815,0,559.61,29,2,3,1,121,0,1,0,1,1
1165,916,7,842.39,21,3,4,1,108,1,2,0,2,1
1166,594,8,549.62,8,3,4,1,49,0,1,0,1,1
1167,602,7,444.77,3,1,3,1,108,0,1,0,1,0
1168,549,6,447.75,16,3,4,1,108,0,1,0,1,0
1169,672,8,474.25,1,3,4,1,117,0,2,0,2,0
1170,790,6,785.01,14,3,4,1,63,0,1,0,1,1
1171,520,0,247,8,3,3,1,61,0,1,0,1,0
1172,567,2,472.57,13,3,4,1,57,0,1,0,1,1
1173,772,7,708.99,5,3,4,1,21,0,2,0,2,0
1174,656,9,565.43,14,4,4,1,81,0,1,0,1,1
1175,549,9,455,11,3,4,1,124,0,1,0,1,0
1176,1054,2,808.5,29,3,4,1,13,0,2,0,2,0
1177,825,6,682.27,14,2,4,1,68,0,1,0,2,0
1178,695,8,555.95,10,3,4,1,98,0,1,0,1,1
1179,607,9,657.32,1,1,4,1,95,0,1,0,1,0
1180,489,0,420,49,3,2,1,19,0,1,0,1,0
1181,816,8,661.17,7,3,4,1,118,0,2,0,2,0
1182,1175,9,889,40,2,3,2,114,0,2,0,1,1
1183,591,2,567.34,18,2,3,1,108,0,1,0,1,0
1184,1069,0,1013.4,23,4,3,1,76,2,2,0,3,1
1185,830,7,550.32,2,3,3,1,108,1,2,0,2,0
1186,1310,1,903.41,24,3,3,1,107,0,2,0,2,0
1187,498,2,373.76,10,3,4,1,43,0,1,0,1,0
1188,1140,7,1394.07,29,2,4,1,21,1,2,0,2,1
1189,989,3,701.8,7,3,4,1,67,0,2,0,2,1
1190,794,6,647.27,5,3,3,1,21,0,2,0,2,0
1191,2136,1,1628,37,3,4,1,5,1,2,0,3,1
1192,1159,8,1133.4,48,3,1,1,17,1,3,0,2,0
1193,633,0,564.43,7,3,4,1,92,0,1,0,1,1
1194,1276,1,409.07,8,4,3,2,25,0,2,0,2,1
1195,819,7,469.06,6,3,2,1,119,1,2,0,1,0
1196,900,2,706.01,19,4,3,2,118,0,2,0,2,1
1197,2135,2,286.01,19,3,3,2,118,0,3,0,3,0
1198,826,3,566,12,3,4,1,118,0,2,0,2,0
1199,1281,7,1007.05,21,3,4,1,108,0,2,0,2,1
1200,751,2,462,11,3,4,1,61,0,1,0,1,1
1201,1200,2,642.04,44,3,3,1,1,0,3,0,2,0
1202,628,0,479.69,6,3,4,1,125,0,1,0,1,1
1203,762,5,593.9,4,0,4,1,91,1,2,0,2,0
1204,733,2,570.59,11,3,4,1,124,0,1,0,2,1
1205,535,9,459.11,4,3,3,1,21,0,1,0,1,1
1206,1063,7,940.72,45,1,2,1,108,0,1,0,1,0
1207,897,3,821.93,19,3,4,1,61,1,2,0,2,0
1208,509,9,414.25,2,3,4,1,81,0,1,0,1,1
1209,1432,5,1205.12,3,3,4,1,108,2,2,0,3,0
1210,1145,7,874.06,31,2,4,1,75,0,2,0,2,1
1211,810,6,941.63,30,2,3,1,7,1,1,0,1,1
1212,585,5,421.47,7,3,2,1,68,0,1,0,1,0
1213,968,2,292.03,1,3,2,2,53,0,2,0,2,0
1214,350,0,263.35,1,3,3,1,19,0,,1,1,0
1215,651,2,615.2,14,3,3,1,107,0,1,0,1,1
1216,827,2,618.79,0,4,4,1,81,1,2,0,2,1
1217,635,7,538,2,4,4,1,128,0,2,0,2,0
1218,810,6,941.63,30,0,4,1,7,1,1,0,1,1
1219,1017,6,795.15,7,4,4,1,23,0,2,0,2,0
1220,810,9,827.48,15,1,4,1,31,1,2,0,1,1
1221,1428,4,1223.1,38,4,3,1,95,1,2,0,3,0
1222,525,8,415.4,6,3,4,1,76,1,1,0,1,0
1223,638,0,455.55,2,3,3,1,108,0,1,0,1,1
1224,958,9,320.35,49,3,3,2,127,0,2,0,2,0
1225,662,7,436.62,7,3,3,1,57,1,1,0,1,1
1226,438,2,280.98,6,1,3,1,22,0,,1,1,0
1227,1030,7,800.73,15,3,4,1,23,1,2,0,2,0
1228,725,3,527.95,2,3,4,1,47,0,2,0,2,0
1229,935,5,811.44,26,3,3,1,118,0,1,0,1,1
1230,560,0,405.45,2,3,3,1,47,0,1,0,1,1
1231,1268,8,958.88,15,3,4,1,22,1,2,0,2,1
1232,591,5,554.57,22,3,4,1,124,0,1,0,1,0
1233,690,3,469.35,13,3,3,1,22,1,1,0,1,1
1234,1030,8,742.25,15,2,3,1,43,0,1,0,1,1
1235,713,6,532.62,8,3,4,1,47,0,2,0,1,0
1236,1172,9,668,,3,1,1,64,0,3,0,1,0
1237,504,6,418.67,7,3,2,1,44,0,1,0,1,0
1238,864,5,719.38,6,3,4,1,129,0,2,0,2,0
1239,547,2,474,15,3,4,1,12,1,1,0,1,0
1240,669,6,475.38,0,3,3,1,99,0,2,0,1,0
1241,517,7,389,1,3,3,1,19,0,1,0,1,0
1242,775,8,523.46,11,0,4,1,102,1,1,0,1,0
1243,984,3,570.9,2,3,4,1,108,0,2,0,2,0
1244,725,6,712.46,31,3,4,0,19,0,1,0,1,0
1245,795,8,642,4,3,4,1,70,1,2,0,2,0
1246,580,2,463.41,5,4,3,1,99,0,1,0,1,1
1247,379,2,362.18,4,3,4,1,61,0,,1,1,0
1248,535,8,415.4,6,3,4,1,76,1,1,0,1,0
1249,803,7,606.9,11,3,4,1,124,0,2,0,2,0
1250,496,2,331.72,2,3,4,1,47,0,1,0,1,1
1251,781,7,678.2,38,3,2,1,87,0,1,0,1,0
1252,475,0,394,2,3,4,1,8,0,,1,1,0
1253,745,8,551.66,6,3,4,1,76,0,2,0,2,0
1254,929,3,665.33,6,2,3,1,102,0,2,0,2,0
1255,878,8,739.64,0,3,4,1,7,0,3,0,2,0
1256,514,2,417.92,2,3,4,1,81,0,1,0,1,0
1257,721,2,603.32,13,3,4,1,118,0,2,0,1,0
1258,586,9,420.9,6,2,4,1,7,0,1,0,1,0
1259,465,2,427.01,10,3,4,1,43,0,1,0,1,0
1260,902,2,779.73,22,4,4,1,118,0,2,0,2,0
1261,821,8,718.21,14,3,4,1,89,0,2,0,2,0
1262,1227,8,910.33,32,3,4,1,83,0,2,0,2,1
1263,1084,8,779.55,32,2,4,1,5,0,1,0,2,1
1264,1037,8,665.81,24,3,2,1,118,0,2,0,2,0
1265,871,2,882.54,30,3,2,1,4,0,2,0,1,0
1266,1330,7,958.71,45,0,2,1,38,0,3,0,2,0
1267,1038,6,779.72,34,2,3,1,117,0,2,0,1,1
1268,580,6,786.49,4,2,4,0,129,0,2,0,2,0
1269,495,7,356.74,6,3,4,1,76,1,1,0,1,0
1270,465,2,336.25,10,3,4,1,43,0,1,0,1,0
1271,708,6,620.61,5,3,4,1,61,0,1,0,1,1
1272,626,6,487.31,7,3,4,1,118,1,1,0,1,1
1273,913,7,874.15,6,4,4,1,31,0,2,0,2,0
1274,591,0,718,16,2,3,1,107,0,,1,1,0
1275,945,6,814.92,18,3,4,1,125,0,2,0,2,0
1276,1236,8,1277,10,3,3,1,107,1,2,0,2,0
1277,1035,7,935.83,3,2,4,1,102,1,2,0,2,1
1278,1698,8,1198.76,23,0,4,1,119,3,3,0,3,1
1279,740,7,489.04,5,3,3,1,107,0,2,0,2,0
1280,540,9,351.67,1,3,4,1,81,0,1,0,1,1
1281,1145,3,659.92,5,4,3,1,70,1,3,0,2,1
1282,639,0,825.58,22,2,3,1,103,1,1,0,1,0
1283,816,0,626.91,1,3,4,1,81,0,2,0,2,0
1284,883,3,669.13,4,4,4,2,31,2,2,0,2,1
1285,594,6,477.74,6,3,4,1,107,0,1,0,1,0
1286,918,6,815.31,10,3,4,1,91,1,3,0,2,0
1287,651,3,681.19,25,2,2,1,21,0,1,0,1,1
1288,951,8,771.27,18,3,3,1,22,0,2,0,2,1
1289,745,6,581.53,5,3,3,1,61,0,1,0,1,0
1290,1034,9,602.38,44,3,1,1,47,1,2,0,1,0
1291,1148,7,655,,3,1,1,64,0,3,0,2,0
1292,1214,0,1381.71,13,3,4,1,129,0,2,0,2,0
1293,1033,3,702.57,18,4,4,1,15,0,2,0,2,1
1294,1355,6,1185.8,11,3,4,1,91,2,2,0,3,1
1295,1700,6,1509,19,4,4,1,91,2,2,0,3,0
1296,585,0,502.99,14,3,4,1,68,0,1,0,1,0
1297,1334,5,1053.85,3,3,4,1,13,0,3,0,2,1
1298,1470,9,1386.67,35,4,2,1,129,1,2,0,2,1
1299,1054,6,1182.68,19,3,4,1,129,1,2,0,3,0
1300,600,8,501.95,4,3,3,1,21,0,1,0,1,0
1301,805,7,652,8,4,4,1,22,0,2,0,2,0
1302,1336,7,1117.13,6,3,4,1,129,0,2,0,3,0
1303,450,6,290.18,21,1,3,1,102,0,1,0,1,0
1304,582,9,345.11,8,3,3,1,61,0,1,0,1,0
1305,1005,7,890.79,16,3,4,1,76,0,2,0,2,1
1306,1912,5,1800.33,30,3,4,1,108,0,2,0,2,2
1307,736,6,798.15,21,3,3,1,91,0,1,0,1,1
1308,1734,8,1753.84,18,2,2,1,126,1,2,0,2,0
1309,628,6,332.08,2,3,3,1,47,0,1,0,2,1
1310,495,2,304.9,3,1,3,1,78,0,1,0,1,1
1311,452,6,286.14,4,3,4,1,3,0,,1,1,0
1312,694,9,526.85,9,1,4,1,78,0,1,0,1,1
1313,525,9,426.37,2,3,4,1,8,0,1,0,1,0
1314,535,7,423.86,4,3,4,1,21,0,1,0,1,0
1315,698,8,451.23,0,3,3,1,108,0,1,0,2,1
1316,742,6,746.52,14,3,3,1,21,0,1,0,1,1
1317,505,2,341.14,4,3,3,1,43,0,1,0,1,1
1318,610,2,438.14,13,3,3,1,57,0,1,0,1,1
1319,1270,8,1370.93,30,3,2,1,76,2,2,0,2,0
1320,904,9,784.93,,3,4,1,8,0,1,0,2,1
1321,880,6,730.27,4,2,4,1,126,0,1,0,2,1
1322,718,6,590.14,8,3,3,1,22,1,1,0,1,1
1323,1027,8,711.84,17,3,4,1,118,1,2,0,2,0
1324,1198,8,988.65,16,3,4,1,108,0,2,0,2,1
1325,1834,9,1225,43,3,1,1,64,0,2,0,3,1
1326,651,2,484.25,1,3,3,1,33,0,1,0,1,1
1327,533,0,337.95,1,3,4,1,81,0,1,0,1,0
1328,1017,8,766.41,17,2,4,1,18,0,2,0,2,0
1329,976,8,468.44,12,1,4,1,68,1,1,0,2,1
1330,1176,5,872.34,16,3,2,1,91,0,2,0,2,1
1331,1622,9,1465.12,4,4,4,1,124,1,2,0,3,1
1332,895,0,548.34,9,3,4,1,127,0,2,0,2,0
1333,845,2,806.24,18,3,4,1,57,0,2,0,2,0
1334,1066,5,794.88,16,1,4,1,91,1,2,0,2,1
1335,730,6,628.3,18,3,3,1,61,1,1,0,1,1
1336,1801,8,1528,36,3,3,1,119,4,2,0,2,0
1337,833,3,628.1,3,3,3,1,22,0,2,0,2,1
1338,1200,7,603.02,43,3,1,1,84,1,3,0,2,0
1339,796,2,529.18,32,2,2,1,102,1,1,0,1,1
1340,847,2,677.95,6,2,3,1,102,1,2,0,2,0
1341,615,6,532.11,17,3,4,1,102,1,1,0,1,0
1342,1528,6,1146.99,0,3,4,1,43,0,2,0,3,1
1343,902,5,541.78,12,3,4,1,108,0,2,0,2,1
1344,931,0,957,1,3,4,1,129,1,2,0,2,1
1345,545,0,408,11,3,4,1,22,0,1,0,1,1
1346,1965,6,895,23,4,1,1,91,1,3,0,2,0
1347,800,6,635.09,14,3,3,1,43,1,2,0,2,0
1348,1496,0,1900,20,4,4,1,95,1,2,0,2,1
1349,1422,0,1487.5,9,3,4,1,91,1,2,0,3,0
1350,796,5,505,34,2,2,1,108,1,2,0,1,0
1351,1494,0,665.13,24,3,3,2,118,0,3,0,3,1
1352,370,0,256.45,1,3,3,1,7,0,,1,1,0
1353,538,9,610.1,30,2,4,1,108,0,1,0,1,0
1354,1511,5,1110.74,31,2,3,1,107,1,2,0,2,0
1355,695,9,456.53,1,3,4,1,108,0,2,0,2,0
1356,1014,0,696.79,32,3,3,1,114,0,2,0,2,0
1357,733,8,591.63,19,4,4,1,22,1,1,0,1,1
1358,916,8,989.2,30,2,4,0,76,1,1,0,1,0
1359,715,9,532,1,0,4,1,108,0,2,0,2,0
1360,831,9,549,11,3,4,1,43,1,2,0,2,0
1361,596,5,373.03,7,3,4,1,12,0,1,0,1,1
